formula,source,temperature,target,log_target,family,ChemicalFamily,s,composition,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
(YPO4)0.8(Li3PO4)0.2,10.1016/0167-2738(89)90457-8,600,0.037,-1.431798276,Zircon,,1,Y0.8 P1 O4 Li0.6,4,0.662912607,0.630575121,0.625171468,0.625006745,0.625000066,1.90625,2.96875,0.125,0,0.38125,0.59375,0.025,0,-0.001966075,0.037475751,0.036784847,0.050622197,0.061978299,3,39,36,12.5,7.40625,8,1,87,86,68.9375,26.97265625,87,6.941,88.90585,81.96485,26.60322531,16.94144889,15.9994,54.8,1799,1744.2,351.2365625,381.1508789,54.8,1,16,15,12.8125,4.66796875,16,2,5,3,2.53125,0.763671875,2,66,190,124,93.71875,34.6484375,66,0.98,3.44,2.46,2.7365625,0.879296875,3.44,1,2,1,1.90625,0.169921875,2,0,4,4,2.96875,1.298828125,4,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,1,6,5,5,1.25,6,0,1,1,0.09375,0.169921875,0,0,3,3,1.71875,0.751953125,2,0,9,9,1.125,1.96875,0,0,0,0,0,0,0,1,9,8,2.9375,1.53515625,2,9.105,32.365,23.26,14.8184747,7.141843378,9.105,0,1.625,1.625,0.25390625,0.428466797,0,0,0,0,0,0,0,2,229,227,53.53125,68.01757813,12
(Li2S)0.5((Ga2S3)0.1(GeS2)0.9)0.5,10.1016/j.ssi.2007.10.011,215,0.0335,-1.474955193,Glass,Sulphides,1,Li1 S1.55 Ga0.1 Ge0.45,4,0.613327527,0.544754047,0.510898231,0.50327068,0.500621399,1.677419355,2.322580645,1.774193548,0,0.290502793,0.402234637,0.30726257,0,-0.01462507,0.028058758,0.03771832,0.061267516,0.075250954,3,32,29,14.61290323,7.49219563,16,1,88,87,58.17741935,36.88865765,88,6.941,72.64,65.699,31.06517742,15.56398543,32.065,302.91,1211.4,908.49,526.1512903,198.9431738,388.36,1,16,15,10.77419355,6.305931322,16,2,4,2,2.85483871,0.551508845,3,105,128,23,115.1451613,10.14516129,105,0.98,2.58,1.6,1.956290323,0.63930281,2.58,1,2,1,1.677419355,0.437044745,2,0,4,4,2.322580645,1.677419355,4,0,10,10,1.774193548,2.918834547,0,0,0,0,0,0,0,1,14,13,5.774193548,3.08012487,6,0,1,1,0.322580645,0.437044745,0,0,5,5,1.741935484,1.123829344,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.064516129,0.751300728,2,16.59333333,25.786875,9.193541667,22.19386761,3.828497442,25.786875,0,2.202,2.202,1.156596774,1.045403226,2.202,0,0,0,0,0,0,64,229,165,143.5967742,78.73204995,70
Li5La3Nb2O12,10.1111/j.1151-2916.2003.tb03318.x,393,0.0331,-1.480040819,Garnet,Oxides,1,Li5 La3 Nb2 O12,4,0.613215344,0.561795146,0.546937065,0.545629307,0.545463201,1.681818182,2.181818182,0.5,0,0.385416667,0.5,0.114583333,0,-0.019093367,0.032435849,0.036281701,0.044582839,0.051577479,3,57,54,16.54545455,15.47933884,8,1,87,86,53.72727273,36.29752066,87,6.941,138.90547,131.96447,37.692135,37.64259045,15.9994,54.8,2750,2695.2,545.6840909,577.3254132,54.8,1,16,15,9.818181818,6.743801653,16,2,6,4,2.818181818,1.26446281,2,66,207,141,108.2272727,46.0661157,66,0.98,3.44,2.46,2.394545455,1.140495868,3.44,1,2,1,1.681818182,0.433884298,2,0,4,4,2.181818182,1.983471074,4,0,4,4,0.5,0.772727273,0,0,0,0,0,0,0,1,6,5,4.363636364,1.900826446,6,0,1,1,0.318181818,0.433884298,0,0,2,2,1.090909091,0.991735537,2,0,9,9,1.772727273,2.739669421,0,0,0,0,0,0,0,1,9,8,3.181818182,2.280991736,2,9.105,36.8975,27.7925,15.4217803,6.891033058,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,105.8636364,102.3966942,12
Li1.3Al0.3Ti1.7(PO4)3,10.1149/1.2086597,200,0.033,-1.48148606,NASICON,,1,Li1.3 Al0.3 Ti1.7 P3 O12,5,0.686156914,0.660027656,0.655875163,0.655743546,0.655737768,1.928961749,3.131147541,0.18579235,0,0.367708333,0.596875,0.035416667,0,0.04565375,0.045655986,0.032665714,0.053795257,0.061152919,3,22,19,10.17486339,3.871659351,8,1,87,86,75.91803279,16.85568396,87,6.941,47.867,40.926,20.95113375,8.484587852,15.9994,54.8,1941,1886.2,315.7944262,342.2877721,54.8,1,16,15,13.60655738,3.595807579,16,2,4,2,2.366120219,0.532174744,2,66,160,94,86.75956284,27.22565619,66,0.98,3.44,2.46,2.853825137,0.768753919,3.44,1,2,1,1.928961749,0.131983636,2,0,4,4,3.131147541,1.139478635,4,0,2,2,0.18579235,0.337065902,0,0,0,0,0,0,0,1,6,5,5.245901639,0.988981457,6,0,1,1,0.071038251,0.131983636,0,0,5,5,1.885245902,0.61811341,2,0,8,8,0.743169399,1.348263609,0,0,0,0,0,0,0,1,8,7,2.699453552,1.158768551,2,9.105,22.5702381,13.4652381,12.66989331,4.675269918,9.105,0,1.625,1.625,0.266393443,0.445444773,0,0,2.25E-05,2.25E-05,2.09E-06,3.80E-06,0,2,229,227,46.17486339,59.30305473,12
Li1.5Al0.5Ge1.5(PO4)3,10.1016/j.jpowsour.2009.11.037,76.74,0.0324,-1.48945499,NASICON,,1,Li1.5 Al0.5 Ge1.5 P3 O12,5,0.678911172,0.652859863,0.648783216,0.648654393,0.648648711,1.918918919,3.27027027,0.810810811,0,0.31981982,0.545045045,0.135135135,0,-0.022938271,0.038405218,0.04473769,0.048542276,0.054174188,3,32,29,10.81081081,4.913075237,8,1,87,86,78.35135135,12.83272462,87,6.941,72.64,65.699,22.58250569,11.0767056,15.9994,54.8,1211.4,1156.6,247.2362162,249.6469832,54.8,1,16,15,14.37837838,2.305332359,16,2,4,2,2.351351351,0.512783053,2,66,128,62,83.54054054,22.75529584,66,0.98,3.44,2.46,2.872432432,0.736303871,3.44,1,2,1,1.918918919,0.149013879,2,0,4,4,3.27027027,0.946676406,4,0,10,10,0.810810811,1.490138787,0,0,0,0,0,0,0,1,14,13,6,1.297297297,6,0,1,1,0.081081081,0.149013879,0,0,5,5,2.243243243,0.679327977,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.324324324,0.635500365,2,9.105,23.005,13.9,13.22206564,5.341058124,9.105,0,1.625,1.625,0.294567568,0.445831994,0,0,0,0,0,0,0,2,229,227,51,66.48648649,12
Li6.4La3Zr1.4Ta0.6O12,10.1039/C2JM31413D,127,0.0281,-1.552067134,Garnet,Oxides,1,Li6.4 La3 Zr1.4 Ta0.6 O12,5,0.598717796,0.54022588,0.517270782,0.513719469,0.512915971,1.726495726,2.051282051,0.324786325,0.358974359,0.38697318,0.459770115,0.072796935,0.08045977,-0.039752752,0.042414155,0.043379752,0.044218264,0.046135478,3,73,70,16.4957265,16.09584338,8,1,87,86,50.41880342,37.51917598,87,6.941,180.94788,174.00688,38.00914265,39.56863459,15.9994,54.8,3290,3235.2,516.8126496,508.3877566,54.8,1,16,15,9.230769231,6.942800789,16,2,6,4,2.794871795,1.250054789,2,66,207,141,110.2222222,45.35612536,66,0.98,3.44,2.46,2.291196581,1.178259917,3.44,1,2,1,1.726495726,0.397399372,2,0,4,4,2.051282051,1.998685076,4,0,3,3,0.324786325,0.510775075,0,0,14,14,0.358974359,0.699539776,0,1,19,18,4.461538462,2.3234714,6,0,1,1,0.273504274,0.397399372,0,0,2,2,1.025641026,0.999342538,2,0,9,9,1.811965812,2.84958726,0,0,0,0,0,0,0,1,9,8,3.111111111,2.294396961,2,9.105,36.8975,27.7925,15.79037749,6.856797429,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,111.1367521,101.6787201,12
Li3.35Ge0.35P0.65S4,10.1149/1.1379028,150,0.0254,-1.595166283,Thio-LISICON,,1,Li3.35 Ge0.35 P0.65 S4,4,0.631076364,0.559400962,0.51327405,0.496734067,0.486612632,1.598802395,2.233532934,0.419161677,0,0.376056338,0.525352113,0.098591549,0,0.021651715,0.029932305,0.035687075,0.053461796,0.069562794,3,32,29,11.37724551,6.721861666,16,1,88,87,52.32934132,41.18641758,88,6.941,72.64,65.699,23.60111321,13.36799503,32.065,317.3,1211.4,894.1,443.5373054,72.51819642,388.36,1,16,15,9.820359281,7.077414034,16,2,4,2,2.640718563,0.514109506,3,105,128,23,115.011976,10.8396859,105,0.98,2.58,1.6,1.883832335,0.725230736,2.58,1,2,1,1.598802395,0.480476173,2,0,4,4,2.233532934,1.811753738,4,0,10,10,0.419161677,0.803184051,0,0,0,0,0,0,0,1,14,13,4.251497006,2.608985622,6,0,1,1,0.401197605,0.480476173,0,0,4,4,1.359281437,1.090680914,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.760479042,0.61020474,2,16.59333333,25.786875,9.193541667,21.73144568,4.122796733,25.786875,0,2.202,2.202,1.197401198,1.029062139,2.202,0,0,0,0,0,0,2,229,227,134.994012,82.97536663,70
Li9.54Si1.74P1.44S11.7Cl0.3,10.1038/nenergy.2016.30,24.85,0.025,-1.602059991,Thio-LISICON,Sulphides and Other Anions,1,Li9.54 Si1.74 P1.44 S11.7 Cl0.3,5,0.617612338,0.547428099,0.50335993,0.488050585,0.479116999,1.61407767,2.269417476,0,0,0.415625,0.584375,0,0,0,0,0.033108974,0.049299251,0.058508534,3,17,14,10.7961165,6.017390895,16,1,94,93,53.50242718,40.52371807,88,6.941,35.453,28.512,22.06652618,11.67455662,32.065,171.6,1687,1515.4,498.211432,167.3537304,388.36,1,17,16,10.02427184,6.965336035,16,2,3,1,2.61407767,0.47397257,3,102,128,26,114.3786408,10.51357338,105,0.98,3.16,2.18,1.898980583,0.709310255,2.58,1,2,1,1.61407767,0.47397257,2,0,5,5,2.269417476,1.789565463,4,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,3.883495146,2.225610331,6,0,1,1,0.38592233,0.47397257,0,0,4,4,1.415048544,1.102271656,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.800970874,0.637666133,2,16.59333333,25.786875,9.193541667,21.65949961,4.081970518,25.786875,0,2.493,2.493,1.221533981,1.005977613,2.202,0,0,0,0,0,0,2,229,227,138.3786408,82.42143463,70
Li1.4S2.2P0.6,10.1016/j.ssi.2006.07.017,220.68,0.0218,-1.661543506,Glass,,1,Li1.4 S2.2 P0.6,3,0.637099436,0.568436744,0.534458486,0.526924178,0.524377328,1.666666667,2.523809524,0,0,0.397727273,0.602272727,0,0,-0.009636785,0.023840147,0.023242152,0.059421406,0.077708848,3,16,13,11.52380952,5.682539683,16,1,88,87,58.28571429,38.19047619,88,6.941,32.065,25.124,23.53444219,11.06229479,32.065,317.3,453.69,136.39,399.9852381,35.8031746,388.36,1,16,15,10.85714286,6.571428571,16,2,3,1,2.666666667,0.444444444,3,105,128,23,112.952381,10.03174603,105,0.98,2.58,1.6,1.990952381,0.673968254,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.523809524,1.682539683,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.19047619,2.126984127,6,0,1,1,0.333333333,0.444444444,0,0,3,3,1.476190476,0.984126984,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.80952381,0.53968254,2,16.59333333,25.786875,9.193541667,22.26284155,3.779672147,25.786875,0,2.202,2.202,1.385571429,0.923714286,2.202,0,0,0,0,0,0,2,229,227,113.2857143,77.14285714,70
Li6PS5Cl,10.1016/j.ssi.2012.06.008,150.58,0.0214,-1.669586227,Argyrodite,,1,Li6 P1 S5 Cl1,4,0.610557995,0.538461538,0.493816788,0.478056718,0.468500468,1.538461538,2.153846154,0,0,0.416666667,0.583333333,0,0,0,0,0.105127947,0.109202392,0.115811273,3,17,14,10,6.461538462,3,1,94,93,47.92307692,43.31360947,1,6.941,35.453,28.512,20.64598169,12.65075233,6.941,171.6,453.69,282.09,396.3723077,52.90863905,453.69,1,17,16,9.076923077,7.455621302,1,2,3,1,2.538461538,0.49704142,2,102,128,26,115.5384615,11.50295858,128,0.98,3.16,2.18,1.856153846,0.808757396,0.98,1,2,1,1.538461538,0.49704142,1,0,5,5,2.153846154,1.98816568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,3.692307692,2.485207101,1,0,1,1,0.461538462,0.49704142,1,0,3,3,1.076923077,1.00591716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.538461538,0.579881657,1,16.59333333,25.786875,9.193541667,21.19708562,4.249617498,16.59333333,0,2.493,2.493,1.163692308,1.074177515,0,0,0,0,0,0,0,2,229,227,137.6923077,84.28402367,229
Li1.35In0.35Ti1.65(PO4)3,10.1016/0167-2738(86)90183-9,300,0.021,-1.677780705,NASICON,,1,Li1.35 In0.35 Ti1.65 P3 O12,5,0.684281852,0.658211581,0.654087409,0.653956764,0.653951016,1.926430518,3.125340599,0.370572207,0,0.355276382,0.57638191,0.068341709,0,0.042421192,0.042421192,0.058906628,0.066688664,0.069270523,3,49,46,10.81743869,4.835183274,8,1,87,86,75.83378747,16.94748643,87,6.941,114.818,107.877,22.53140523,10.83717818,15.9994,54.8,1941,1886.2,303.8171117,325.6899554,54.8,1,16,15,13.59673025,3.602075893,16,2,5,3,2.400544959,0.582809287,2,66,160,94,87.16621253,27.68332974,66,0.98,3.44,2.46,2.852152589,0.768846751,3.44,1,2,1,1.926430518,0.136314027,2,0,4,4,3.125340599,1.143968698,4,0,10,10,0.370572207,0.660365731,0,0,0,0,0,0,0,1,13,12,5.422343324,1.04458419,6,0,1,1,0.073569482,0.136314027,0,0,5,5,1.89373297,0.619204241,2,0,8,8,0.719346049,1.309327414,0,0,0,0,0,0,0,1,8,7,2.686648501,1.146240599,2,9.105,24.26,15.155,12.82840405,4.869847257,9.105,0,1.625,1.625,0.265667575,0.444468368,0,0,2.25E-05,2.25E-05,2.03E-06,3.69E-06,0,2,229,227,45.11716621,57.41226084,12
Li3O(Cl0.5Br0.5),10.1021/ja305709z,260.76,0.0193,-1.714442691,Anti-Perovskite,,1,Li3 O1 Cl0.5 Br0.5,4,0.64807407,0.609119935,0.600523776,0.600039797,0.600001018,1.4,1.8,1,0,0.333333333,0.428571429,0.238095238,0,0,0,0.205480467,0.294296431,0.356951418,3,35,32,8.6,6.96,3,1,95,94,36.9,43.08,1,6.941,79.904,72.963,18.90018,15.511328,6.941,54.8,453.69,398.89,326.914,152.1312,453.69,1,17,16,7.2,7.44,1,2,4,2,2.3,0.48,2,66,128,62,112.2,20.52,128,0.98,3.44,2.46,1.888,1.0896,0.98,1,2,1,1.4,0.48,1,0,5,5,1.8,2.16,0,0,10,10,1,1.8,0,0,0,0,0,0,0,1,17,16,4.2,3.84,1,0,1,1,0.6,0.48,1,0,2,2,0.6,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.2,0.32,1,9.105,29.48,20.375,17.17475,3.9256,16.59333333,0,2.493,2.493,0.395,0.632,0,0,0,0,0,0,0,12,229,217,152.6,91.68,229
Li6NiCl8,10.1002/zaac.19875531020,393.66,0.0189,-1.723538196,Rocksalt,,1,Li6 Ni1 Cl8,3,0.669991708,0.6,0.556539767,0.542965675,0.53626322,1.6,2.666666667,0.533333333,0,0.333333333,0.555555556,0.111111111,0,0,0,0.659966329,0.66785973,0.689495153,3,28,25,12.13333333,7.306666667,17,1,94,93,54.6,42.88,94,6.941,58.6934,51.7524,25.59756,14.925248,35.453,171.6,1728,1556.4,388.196,231.0357333,171.6,1,17,16,10.13333333,7.324444444,17,2,4,2,2.666666667,0.533333333,3,102,128,26,113.8666667,12.65777778,102,0.98,3.16,2.18,2.204666667,1.019022222,3.16,1,2,1,1.6,0.48,2,0,5,5,2.666666667,2.488888889,5,0,8,8,0.533333333,0.995555556,0,0,0,0,0,0,0,1,10,9,4.8,3.04,7,0,1,1,0.4,0.48,0,0,1,1,0.533333333,0.497777778,1,0,2,2,0.133333333,0.248888889,0,0,0,0,0,0,0,1,2,1,1.066666667,0.124444444,1,10.32,24.4975,14.1775,20.39066667,4.380622222,24.4975,0,2.493,2.493,1.3296,1.24096,2.493,0,0.5953947,0.5953947,0.03969298,0.074093563,0,64,229,165,140.7333333,81.84888889,64
(Li2S)7(LaOI)3,10.1016/j.ssi.2008.01.072,210,0.0182,-1.739928612,Glass-Ceramic,,1,Li14 S7 La3 O3 I3,5,0.549747417,0.489561364,0.469670913,0.467189886,0.466712248,1.533333333,1.833333333,1.1,0,0.343283582,0.410447761,0.246268657,0,0,0,0.11741741,0.123772589,0.12822523,3,57,54,16.93333333,15.22666667,3,1,96,95,40.6,42.48,1,6.941,138.90547,131.96447,38.90190067,37.60122773,6.941,54.8,1193,1138.2,465.8043333,145.4391333,453.69,1,17,16,7.8,7.306666667,1,2,6,4,2.933333333,1.057777778,2,66,207,141,125.4333333,21.42222222,128,0.98,3.44,2.46,1.779333333,0.881911111,0.98,1,2,1,1.533333333,0.497777778,1,0,5,5,1.833333333,2.077777778,0,0,10,10,1.1,1.78,0,0,0,0,0,0,0,1,17,16,4.466666667,3.528888889,1,0,1,1,0.466666667,0.497777778,1,0,2,2,0.766666667,0.868888889,0,0,9,9,0.9,1.62,0,0,0,0,0,0,0,1,9,8,2.133333333,1.373333333,1,9.105,43.015,33.91,22.66224306,8.375764352,16.59333333,0,2.202,2.202,0.62,0.826666667,0,0,0,0,0,0,0,12,229,217,150.2,82.30666667,229
(Li2S)70(P2S5)30,10.1039/C3EE41655K,25,0.017,-1.769551079,Glass-Ceramic,Sulphides,1,Li140 S220 P60,3,0.637099436,0.568436744,0.534458486,0.526924178,0.524377328,1.666666667,2.523809524,0,0,0.397727273,0.602272727,0,0,-0.009636785,0.023840147,0.023242152,0.059421406,0.077708848,3,16,13,11.52380952,5.682539683,16,1,88,87,58.28571429,38.19047619,88,6.941,32.065,25.124,23.53444219,11.06229479,32.065,317.3,453.69,136.39,399.9852381,35.8031746,388.36,1,16,15,10.85714286,6.571428571,16,2,3,1,2.666666667,0.444444444,3,105,128,23,112.952381,10.03174603,105,0.98,2.58,1.6,1.990952381,0.673968254,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.523809524,1.682539683,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.19047619,2.126984127,6,0,1,1,0.333333333,0.444444444,0,0,3,3,1.476190476,0.984126984,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.80952381,0.53968254,2,16.59333333,25.786875,9.193541667,22.26284155,3.779672147,25.786875,0,2.202,2.202,1.385571429,0.923714286,2.202,0,0,0,0,0,0,2,229,227,113.2857143,77.14285714,70
Li5La3Ta2O12,10.1111/j.1151-2916.2003.tb03318.x,393,0.0166,-1.780153614,Garnet,Oxides,1,Li5 La3 Ta2 O12,4,0.613215344,0.561795146,0.546937065,0.545629307,0.545463201,1.772727273,2.181818182,0.409090909,1.272727273,0.314516129,0.387096774,0.072580645,0.225806452,-0.019566412,0.034652461,0.032141217,0.044831421,0.052611826,3,73,70,19.45454545,19.97520661,8,1,87,86,53.81818182,36.19834711,87,6.941,180.94788,174.00688,45.69590773,50.0120574,15.9994,54.8,3290,3235.2,594.775,653.1931818,54.8,1,16,15,9.818181818,6.743801653,16,2,6,4,2.909090909,1.404958678,2,66,207,141,108.7727273,46.66115702,66,0.98,3.44,2.46,2.385454545,1.150413223,3.44,1,2,1,1.772727273,0.351239669,2,0,4,4,2.181818182,1.983471074,4,0,3,3,0.409090909,0.632231405,0,0,14,14,1.272727273,2.314049587,0,1,19,18,5.636363636,2.826446281,6,0,1,1,0.227272727,0.351239669,0,0,2,2,1.090909091,0.991735537,2,0,9,9,1.863636364,2.880165289,0,0,0,0,0,0,0,1,9,8,3.181818182,2.280991736,2,9.105,36.8975,27.7925,15.41632576,6.885082645,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,105.8636364,102.3966942,12
Li0.022La0.117Ti0.208Al0.001O0.626,10.1007/BF02378009,112,0.0163,-1.787812396,Perovskite,,1,Li0.022 La0.117 Ti0.208 Al0.001 O0.626,5,0.68820214,0.651846881,0.64325944,0.642752248,0.64271153,1.977412731,2.571868583,0.547227926,0,0.387993554,0.50463336,0.107373086,0,0.058923203,0.058923203,0.04007445,0.042929947,0.049295436,3,57,54,16.76796715,11.90022726,8,1,87,86,66.75770021,26.03269399,87,6.941,138.90547,131.96447,37.37534284,28.87328453,15.9994,54.8,1941,1886.2,604.238655,713.0609209,54.8,1,16,15,11.5338809,5.743853539,16,2,6,4,2.90862423,1.209011296,2,66,207,141,104.4681725,49.44779461,66,0.98,3.44,2.46,2.695718686,0.95671479,3.44,1,2,1,1.977412731,0.044154169,2,0,4,4,2.571868583,1.835750035,4,0,2,2,0.547227926,0.729262678,0,0,0,0,0,0,0,1,6,5,5.09650924,1.161365946,6,0,1,1,0.022587269,0.044154169,0,0,5,5,1.290554415,0.919553146,2,0,9,9,2.789527721,3.717460967,0,0,0,0,0,0,0,1,9,8,4.102669405,2.842976949,2,9.105,36.8975,27.7925,14.24003166,6.600677242,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.81E-06,7.57E-06,0,12,229,217,77.84907598,84.64378144,12
LiTa2PO8,10.1039/C8TA09170F,85,0.0158,-1.801342913,Other,,1,Li1 Ta2 P1 O8,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673,1.916666667,2.916666667,0.5,2.333333333,0.25,0.380434783,0.065217391,0.304347826,0.016311492,0.022086087,0.042946996,0.049720886,0.059635307,3,73,70,19,18,8,1,87,86,73,20.33333333,87,6.941,180.94788,174.00688,43.98381017,45.65468994,15.9994,54.8,3290,3235.2,649.1158333,880.2947222,54.8,1,16,15,12.83333333,4.583333333,16,2,6,4,2.75,1.125,2,66,170,104,91.91666667,34.55555556,66,0.98,3.44,2.46,2.8075,0.843333333,3.44,1,2,1,1.916666667,0.152777778,2,0,4,4,2.916666667,1.458333333,4,0,3,3,0.5,0.833333333,0,0,14,14,2.333333333,3.888888889,0,1,19,18,7.666666667,3.777777778,6,0,1,1,0.083333333,0.152777778,0,0,3,3,1.583333333,0.791666667,2,0,7,7,1.166666667,1.944444444,0,0,0,0,0,0,0,1,7,6,2.833333333,1.416666667,2,9.105,22.5702381,13.4652381,12.35363095,4.331507936,9.105,0,1.625,1.625,0.135416667,0.248263889,0,0,0,0,0,0,0,2,229,227,65.41666667,81.79166667,12
Li1.4S2.2P0.6,10.1016/j.ssi.2006.07.017,177.3,0.0157,-1.804100348,Glass,,1,Li1.4 S2.2 P0.6,3,0.637099436,0.568436744,0.534458486,0.526924178,0.524377328,1.666666667,2.523809524,0,0,0.397727273,0.602272727,0,0,-0.009636785,0.023840147,0.023242152,0.059421406,0.077708848,3,16,13,11.52380952,5.682539683,16,1,88,87,58.28571429,38.19047619,88,6.941,32.065,25.124,23.53444219,11.06229479,32.065,317.3,453.69,136.39,399.9852381,35.8031746,388.36,1,16,15,10.85714286,6.571428571,16,2,3,1,2.666666667,0.444444444,3,105,128,23,112.952381,10.03174603,105,0.98,2.58,1.6,1.990952381,0.673968254,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.523809524,1.682539683,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.19047619,2.126984127,6,0,1,1,0.333333333,0.444444444,0,0,3,3,1.476190476,0.984126984,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.80952381,0.53968254,2,16.59333333,25.786875,9.193541667,22.26284155,3.779672147,25.786875,0,2.202,2.202,1.385571429,0.923714286,2.202,0,0,0,0,0,0,2,229,227,113.2857143,77.14285714,70
